SetNo,GameNo,PointNumber,ServerGamesWon,ReceiverGamesWon,ServerScore,ReceiverScore,ServerPointsWon,ReceiverPointsWon,ServerMomentum,ReceiverMomentum,ServerSetsWon,ReceiverSetsWon,GameDiff,SetDiff,PointDiff,MomentumDiff,IsBreakPoint,SetPressure,IsSecondServe,ServerWon
2,2,76,0,1,4,3,40,35,53,32,1,0,-1,1,5,21,0,5,1,1
2,1,70,0,0,2,2,38,31,63,25,1,0,0,1,7,38,0,6,0,1
5,11,293,5,5,0,0,150,142,201,176,2,2,0,0,8,25,0,1,0,1
2,13,129,6,6,2,3,62,66,126,116,1,0,0,1,-4,10,1,0,1,0
1,2,11,0,1,3,2,4,6,8,10,0,0,-1,0,-2,-2,0,5,1,1
1,3,14,0,2,1,2,3,10,4,19,0,0,-2,0,-7,-15,0,4,0,1
2,4,78,1,2,2,2,44,33,76,21,1,0,-1,1,11,55,0,4,0,1
1,5,32,1,3,4,3,13,18,10,34,0,0,-2,0,-5,-24,0,3,0,0
2,2,53,1,0,3,0,36,16,66,1,1,0,1,1,20,65,0,5,1,0
1,11,75,5,5,3,4,36,38,43,45,0,0,0,0,-2,-2,1,1,0,1
4,1,166,0,0,1,0,79,86,90,137,1,2,0,-1,-7,-47,0,6,0,1
1,5,37,4,0,3,3,23,13,39,5,0,0,4,0,10,34,0,2,0,1
1,1,2,0,0,0,1,0,1,0,3,0,0,0,0,-1,-3,0,6,1,1
4,5,202,3,1,4,3,102,99,168,118,2,1,2,1,3,50,0,3,1,1
1,8,48,3,4,2,2,22,25,21,25,0,0,-1,0,-3,-4,0,2,1,1
2,3,72,1,1,3,3,38,33,71,34,1,0,0,1,5,37,0,5,1,0
2,3,74,1,1,2,0,40,33,69,32,1,0,0,1,7,37,0,5,0,1
3,3,112,1,1,2,0,68,43,132,17,2,0,0,2,25,115,0,5,1,1
4,10,269,4,5,1,0,140,128,211,156,2,1,-1,1,12,55,0,1,1,0
5,3,239,2,0,0,0,123,115,189,155,2,2,2,0,8,34,0,4,0,0
2,7,111,3,3,2,3,55,55,77,53,1,0,0,1,0,24,1,3,0,1
2,6,98,1,4,3,4,48,49,45,48,1,0,-3,1,-1,-3,1,2,1,0
3,8,160,3,4,4,3,77,82,83,113,1,1,-1,0,-5,-30,0,2,1,1
4,1,183,0,0,0,1,96,86,171,132,2,1,0,1,10,39,0,6,0,1
1,11,58,5,5,2,1,31,26,46,34,0,0,0,0,5,12,0,1,1,1
3,3,128,0,2,1,1,53,74,32,149,0,2,-2,-2,-21,-117,0,4,1,1
1,1,4,0,0,2,1,2,1,2,1,0,0,0,0,1,1,0,6,0,1
2,2,108,0,1,3,1,52,55,55,72,0,1,-1,-1,-3,-17,0,5,0,1
2,6,89,2,3,1,1,36,52,30,86,0,1,-1,-1,-16,-56,0,3,0,0
1,7,53,1,5,3,0,22,30,19,60,0,0,-4,0,-8,-41,0,1,0,1
1,1,7,0,0,3,3,3,3,1,5,0,0,0,0,0,-4,0,6,1,0
3,10,214,5,4,1,1,103,110,133,144,1,1,1,0,-7,-11,0,1,1,0
1,10,67,4,5,3,1,33,33,54,55,0,0,-1,0,0,-1,0,1,0,1
4,6,224,2,3,0,0,115,108,184,150,2,1,-1,1,7,34,0,3,1,1
2,9,114,4,4,0,0,48,65,30,87,0,1,0,-1,-17,-57,0,2,0,1
2,10,124,4,5,1,2,57,66,69,112,0,1,-1,-1,-9,-43,0,1,1,1
4,8,189,5,2,1,0,106,82,179,52,2,1,3,1,24,127,0,1,0,1
2,10,124,5,4,2,2,67,56,101,28,1,0,1,1,11,73,0,1,1,0
1,5,23,3,1,1,0,15,7,39,14,0,0,2,0,8,25,0,3,0,1
2,11,125,5,5,0,0,67,57,84,42,1,0,0,1,10,42,0,1,1,1
3,9,191,5,3,3,0,107,83,182,72,2,0,2,2,24,110,0,1,1,1
1,6,25,5,0,0,0,20,4,46,1,0,0,5,0,16,45,0,1,0,1
2,8,90,5,2,0,0,55,34,108,18,1,0,3,1,21,90,0,1,1,0
1,5,28,1,3,2,3,11,16,1,25,0,0,-2,0,-5,-24,1,3,1,0
3,7,140,5,1,0,0,77,62,101,50,1,1,4,0,15,51,0,1,0,1
5,2,294,0,1,4,3,150,143,238,190,2,2,-1,0,7,48,0,5,1,0
4,1,193,0,0,3,2,94,98,127,166,1,2,0,-1,-4,-39,0,6,0,0
4,13,294,6,6,3,4,139,154,166,234,1,2,0,-1,-15,-68,1,0,0,1
2,9,75,4,4,1,2,47,27,92,46,1,0,0,1,20,46,0,2,0,0
1,5,22,3,1,1,0,13,8,24,4,0,0,2,0,5,20,0,3,0,1
2,9,83,3,5,2,2,31,51,23,94,0,1,-2,-1,-20,-71,0,1,0,1
1,8,47,3,4,2,1,22,24,22,23,0,0,-1,0,-2,-1,0,2,1,0
5,2,324,0,1,1,0,162,161,279,292,2,2,-1,0,1,-13,0,5,0,0
1,9,54,4,4,3,1,28,25,26,17,0,0,0,0,3,9,0,2,1,1
2,9,90,3,5,3,0,36,53,23,90,0,1,-2,-1,-17,-67,0,1,0,0
2,6,100,1,4,0,0,47,52,57,80,1,0,-3,1,-5,-23,0,2,1,1
1,4,28,1,2,3,3,12,15,15,26,0,0,-1,0,-3,-11,0,4,0,1
3,4,180,1,2,1,3,83,96,87,154,0,2,-1,-2,-13,-67,1,4,0,1
1,9,54,4,4,2,0,29,24,55,47,0,0,0,0,5,8,0,2,1,1
3,5,164,3,1,2,3,88,75,104,53,1,1,2,0,13,51,1,3,0,1
1,3,14,0,2,2,3,2,11,4,27,0,0,-2,0,-9,-23,1,4,0,1
4,8,305,3,4,1,2,146,158,195,235,1,2,-1,-1,-12,-40,0,2,1,1
5,7,274,3,3,3,1,137,136,190,196,2,2,0,0,1,-6,0,3,0,1
2,7,115,5,1,1,1,59,55,36,24,0,1,4,-1,4,12,0,1,1,1
3,2,98,1,0,0,0,59,38,118,20,2,0,1,2,21,98,0,5,0,0
1,3,16,2,0,2,1,10,5,21,2,0,0,2,0,5,19,0,4,1,1
1,12,83,5,6,3,3,40,42,43,48,0,0,-1,0,-2,-5,0,0,0,1
3,1,184,0,0,2,3,86,97,98,169,0,2,0,-2,-11,-71,1,6,0,1
4,6,222,2,3,3,1,100,121,98,182,1,2,-1,-1,-21,-84,0,3,1,0
2,7,139,3,3,0,1,67,71,82,91,1,0,0,1,-4,-9,0,3,0,1
3,13,228,6,6,0,1,117,110,166,135,1,1,0,0,7,31,0,0,1,1
3,8,146,5,2,1,0,82,63,142,56,1,1,3,0,19,86,0,1,1,1
4,6,245,2,3,1,1,124,120,230,186,2,1,-1,1,4,44,0,3,0,0
1,4,30,1,2,2,1,15,14,15,14,0,0,-1,0,1,1,0,4,1,1
4,3,260,1,1,3,1,135,124,182,136,2,1,0,1,11,46,0,5,0,1
1,12,77,6,5,0,3,38,38,48,42,0,0,1,0,0,6,1,0,0,0
2,6,78,2,3,0,0,39,38,67,40,1,0,-1,1,1,27,0,3,0,1
3,10,192,4,5,0,2,94,97,117,122,1,1,-1,0,-3,-5,0,1,1,1
4,3,213,0,2,0,0,99,113,81,166,1,2,-2,-1,-14,-85,0,4,1,1
3,8,169,3,4,1,0,79,89,65,123,1,1,-1,0,-10,-58,0,2,1,1
3,4,164,2,1,1,0,80,83,76,97,1,1,1,0,-3,-21,0,4,0,0
3,5,132,2,2,3,2,72,59,134,71,2,0,0,2,13,63,0,4,1,1
3,3,159,2,0,3,3,81,77,106,83,1,1,2,0,4,23,0,4,0,1
2,4,94,3,0,0,0,52,41,73,21,1,0,3,1,11,52,0,3,1,0
5,7,278,5,1,1,0,144,133,198,155,2,2,4,0,11,43,0,1,0,1
1,10,71,4,5,3,1,33,37,50,51,0,0,-1,0,-4,-1,0,1,0,1
2,9,115,5,3,0,0,63,51,109,46,1,0,2,1,12,63,0,1,1,0
2,7,86,3,3,2,1,46,39,67,21,1,0,0,1,7,46,0,3,1,0
3,6,122,3,2,3,2,74,47,199,56,2,0,1,2,27,143,0,3,1,1
1,5,22,1,3,2,0,8,13,3,30,0,0,-2,0,-5,-27,0,3,1,1
2,2,81,1,0,2,0,44,36,72,22,1,0,1,1,8,50,0,5,0,1
3,8,137,4,3,1,1,57,79,57,164,0,2,1,-2,-22,-107,0,2,0,1
3,2,138,0,1,0,0,69,68,48,44,1,1,-1,0,1,4,0,5,0,0
4,5,246,3,1,3,1,129,116,183,115,2,1,2,1,13,68,0,3,1,0
1,9,45,5,3,1,0,26,18,58,28,0,0,2,0,8,30,0,1,1,1
1,9,48,4,4,3,1,26,21,39,22,0,0,0,0,5,17,0,2,1,1
4,9,264,5,3,0,0,130,133,204,203,2,1,2,1,-3,1,0,1,0,1
2,4,101,1,2,3,3,54,46,73,39,1,0,-1,1,8,34,0,4,1,1
2,6,114,3,2,2,1,61,52,126,92,1,0,1,1,9,34,0,3,1,1
3,5,179,2,2,2,1,87,91,95,130,0,2,0,-2,-4,-35,0,4,0,1
2,6,84,2,3,1,1,48,35,92,40,1,0,-1,1,13,52,0,3,0,0
4,4,231,1,2,2,2,118,112,166,134,2,1,-1,1,6,32,0,4,0,1
4,5,223,1,3,3,4,107,115,96,165,1,2,-2,-1,-8,-69,1,3,0,1
1,5,23,2,2,0,0,11,11,16,27,0,0,0,0,0,-11,0,4,0,0
2,6,72,1,4,1,1,38,33,52,38,1,0,-3,1,5,14,0,2,1,0
1,9,65,5,3,1,0,35,29,46,23,0,0,2,0,6,23,0,1,1,0
4,8,269,4,3,2,1,136,132,155,133,2,1,1,1,4,22,0,2,0,1
1,3,16,1,1,3,1,9,6,14,7,0,0,0,0,3,7,0,5,1,0
3,1,99,0,0,1,0,37,61,19,112,0,2,0,-2,-24,-93,0,6,1,1
3,8,151,3,4,3,0,65,85,62,171,0,2,-1,-2,-20,-109,0,2,1,1
1,9,56,4,4,2,1,28,27,45,45,0,0,0,0,1,0,0,2,0,1
1,4,20,1,2,1,1,8,11,6,17,0,0,-1,0,-3,-11,0,4,1,0
3,12,192,5,6,4,3,82,109,51,195,0,2,-1,-2,-27,-144,0,0,0,1
1,8,50,4,3,2,1,27,22,30,15,0,0,1,0,5,15,0,2,0,1
1,5,23,2,2,1,3,11,11,11,16,0,0,0,0,0,-5,1,4,1,0
2,2,109,0,1,3,2,53,55,27,53,0,1,-1,-1,-2,-26,0,5,0,1
3,8,153,2,5,1,1,81,71,167,119,2,0,-3,2,10,48,0,1,0,1
1,3,14,1,1,2,2,6,7,10,13,0,0,0,0,-1,-3,0,5,0,1
1,3,17,1,1,2,2,7,9,1,10,0,0,0,0,-2,-9,0,5,1,1
4,8,215,4,3,3,3,113,101,195,135,2,1,1,1,12,60,0,2,1,1
1,9,58,4,4,3,2,28,29,32,36,0,0,0,0,-1,-4,0,2,1,1
2,6,95,2,3,2,1,41,53,46,100,0,1,-1,-1,-12,-54,0,3,0,1
1,7,38,3,3,2,2,18,19,31,35,0,0,0,0,-1,-4,0,3,1,1
1,1,2,0,0,0,1,0,1,1,1,0,0,0,0,-1,0,0,6,1,0
4,11,255,5,5,1,3,117,137,184,257,1,2,0,-1,-20,-73,1,1,0,1
4,5,257,2,2,3,3,125,131,153,202,1,2,0,-1,-6,-49,0,4,1,1
2,10,119,4,5,1,2,53,65,43,103,0,1,-1,-1,-12,-60,0,1,0,1
2,3,73,1,1,2,1,33,39,36,67,0,1,0,-1,-6,-31,0,5,1,1
1,8,40,3,4,2,1,19,20,40,43,0,0,-1,0,-1,-3,0,2,0,0
1,7,42,2,4,0,0,17,24,18,52,0,0,-2,0,-7,-34,0,2,0,0
3,8,147,2,5,1,0,73,73,140,149,1,1,-3,0,0,-9,0,1,0,1
5,12,300,5,6,2,2,150,149,235,219,2,2,-1,0,1,16,0,0,1,1
1,3,18,1,1,3,2,9,8,13,15,0,0,0,0,1,-2,0,5,1,1
3,4,149,1,2,3,3,76,72,62,45,1,1,-1,0,4,17,0,4,1,1
1,5,24,3,1,3,0,17,6,31,1,0,0,2,0,11,30,0,3,0,0
2,8,120,5,2,3,3,68,51,109,52,1,0,3,1,17,57,0,1,0,1
2,3,72,1,1,3,3,35,36,50,75,0,1,0,-1,-1,-25,0,5,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
3,8,202,5,2,4,3,108,93,165,108,1,1,3,0,15,57,0,1,0,0
3,5,145,2,2,2,2,60,84,20,154,0,2,0,-2,-24,-134,0,4,1,1
4,7,208,2,4,2,1,109,98,167,116,2,1,-2,1,11,51,0,2,1,0
1,2,11,0,1,2,3,3,7,1,13,0,0,-1,0,-4,-12,1,5,1,0
2,5,71,4,0,1,0,45,25,99,2,1,0,4,1,20,97,0,2,1,0
3,3,114,1,1,0,0,72,41,128,20,2,0,0,2,31,108,0,5,1,0
3,7,136,4,2,0,3,56,79,71,165,0,2,2,-2,-23,-94,1,2,0,0
2,6,84,3,2,0,0,49,34,93,27,1,0,1,1,15,66,0,3,1,1
3,9,173,4,4,1,0,90,82,122,73,1,1,0,0,8,49,0,2,0,0
2,5,102,1,3,2,1,44,57,17,102,0,1,-2,-1,-13,-85,0,3,1,0
1,2,11,0,1,3,3,3,7,3,15,0,0,-1,0,-4,-12,0,5,0,1
4,2,186,0,1,1,0,93,92,124,115,1,2,-1,-1,1,9,0,5,1,0
2,2,53,0,1,0,1,30,22,70,20,1,0,-1,1,8,50,0,5,0,1
5,1,243,0,0,2,1,120,122,183,199,2,2,0,0,-2,-16,0,6,1,1
3,5,158,1,3,0,0,74,83,28,73,1,1,-2,0,-9,-45,0,3,1,1
1,5,26,2,2,0,0,13,12,23,14,0,0,0,0,1,9,0,4,0,1
1,2,7,0,1,0,0,2,4,4,10,0,0,-1,0,-2,-6,0,5,0,1
2,1,87,0,0,3,4,44,42,68,40,1,0,0,1,2,28,1,6,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
1,7,53,4,2,3,4,28,24,39,31,0,0,2,0,4,8,1,2,1,1
1,6,26,3,2,0,0,16,9,27,1,0,0,1,0,7,26,0,3,1,0
4,4,240,1,2,1,2,115,124,123,171,1,2,-1,-1,-9,-48,0,4,0,0
2,5,92,2,2,0,1,42,49,63,94,0,1,0,-1,-7,-31,0,4,0,1
1,8,48,3,4,2,1,23,24,36,41,0,0,-1,0,-1,-5,0,2,0,0
2,3,87,1,1,2,0,48,38,80,30,1,0,0,1,10,50,0,5,1,1
4,10,279,4,5,3,2,134,144,216,271,1,2,-1,-1,-10,-55,0,1,1,1
2,13,138,6,6,0,0,63,74,34,100,0,1,0,-1,-11,-66,0,0,1,1
2,6,109,4,1,3,1,59,49,100,46,1,0,3,1,10,54,0,2,1,1
3,5,155,1,3,1,1,70,84,69,148,1,1,-2,0,-14,-79,0,3,1,1
2,10,98,5,4,1,2,43,54,22,53,0,1,1,-1,-11,-31,0,1,1,0
1,12,77,5,6,0,0,37,39,40,45,0,0,-1,0,-2,-5,0,0,0,0
3,4,120,2,1,0,0,63,56,69,71,1,1,1,0,7,-2,0,4,1,0
5,10,321,4,5,3,0,158,162,203,221,2,2,-1,0,-4,-18,0,1,0,1
1,4,26,1,2,1,0,12,13,13,15,0,0,-1,0,-1,-2,0,4,1,1
2,10,117,4,5,3,1,57,59,83,109,0,1,-1,-1,-2,-26,0,1,1,0
1,6,34,2,3,0,0,15,18,13,19,0,0,-1,0,-3,-6,0,3,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
3,8,195,5,2,3,0,105,89,130,57,1,1,3,0,16,73,0,1,0,1
2,2,60,1,0,0,0,26,33,14,39,0,1,1,-1,-7,-25,0,5,1,0
2,2,97,0,1,1,1,44,52,47,86,0,1,-1,-1,-8,-39,0,5,0,0
1,8,44,3,4,0,0,21,22,21,24,0,0,-1,0,-1,-3,0,2,0,0
1,4,16,1,2,0,1,6,9,3,14,0,0,-1,0,-3,-11,0,4,0,1
2,6,100,3,2,1,1,53,46,94,47,1,0,1,1,7,47,0,3,0,1
1,2,12,1,0,1,0,7,4,15,1,0,0,1,0,3,14,0,5,0,1
1,3,17,1,1,2,1,8,8,16,11,0,0,0,0,0,5,0,5,1,1
3,4,95,3,0,0,1,53,41,86,24,1,1,3,0,12,62,0,3,0,1
2,10,138,4,5,0,0,72,65,87,46,1,0,-1,1,7,41,0,1,1,1
5,9,364,5,3,1,0,183,180,349,313,2,2,2,0,3,36,0,1,1,1
1,9,47,3,5,0,0,21,25,27,52,0,0,-2,0,-4,-25,0,1,1,1
2,3,86,1,1,0,1,40,45,34,55,0,1,0,-1,-5,-21,0,5,1,1
2,7,93,4,2,0,0,42,50,47,72,0,1,2,-1,-8,-25,0,2,1,1
4,2,205,0,1,1,0,99,105,134,169,1,2,-1,-1,-6,-35,0,5,0,1
2,4,91,1,2,1,1,48,42,76,37,1,0,-1,1,6,39,0,4,1,0
1,8,43,5,2,2,0,26,16,59,10,0,0,3,0,10,49,0,1,0,1
3,7,150,4,2,2,2,82,67,90,18,2,0,2,2,15,72,0,2,1,1
2,3,84,2,0,1,0,39,44,37,56,0,1,2,-1,-5,-19,0,4,0,0
1,5,34,1,3,4,3,14,19,8,34,0,0,-2,0,-5,-26,0,3,1,1
1,2,13,0,1,3,3,4,8,5,13,0,0,-1,0,-4,-8,0,5,0,1
1,3,11,1,1,0,0,5,5,5,10,0,0,0,0,0,-5,0,5,0,0
1,8,41,3,4,0,1,16,24,7,25,0,0,-1,0,-8,-18,0,2,1,0
2,8,98,3,4,0,0,53,44,105,61,1,0,-1,1,9,44,0,2,0,0
4,4,266,2,1,0,0,130,135,188,196,1,2,1,-1,-5,-8,0,4,1,1
1,11,59,5,5,1,0,29,29,34,49,0,0,0,0,0,-15,0,1,0,1
3,2,101,0,1,1,3,40,60,13,93,1,1,-1,0,-20,-80,1,5,1,1
3,1,133,0,0,1,0,58,74,22,106,0,2,0,-2,-16,-84,0,6,1,0
1,7,36,5,1,2,0,22,13,36,3,0,0,4,0,9,33,0,1,1,1
3,1,177,0,0,3,4,93,83,124,92,1,1,0,0,10,32,1,6,1,0
1,10,56,4,5,0,0,28,27,34,34,0,0,-1,0,1,0,0,1,0,1
3,11,187,5,5,0,3,83,103,94,204,0,2,0,-2,-20,-110,1,1,0,0
1,9,61,4,4,3,4,30,30,25,27,0,0,0,0,0,-2,1,2,0,1
3,8,184,3,4,4,3,103,80,205,112,2,0,-1,2,23,93,0,2,0,1
1,2,12,0,1,3,2,5,6,5,11,0,0,-1,0,-1,-6,0,5,0,1
3,8,193,3,4,0,0,96,96,126,117,1,1,-1,0,0,9,0,2,1,1
1,11,56,5,5,3,0,29,26,52,42,0,0,0,0,3,10,0,1,1,0
1,13,79,6,6,7,6,38,40,60,59,0,0,0,0,-2,1,0,0,1,1
1,3,17,1,1,2,2,7,9,15,14,0,0,0,0,-2,1,0,5,0,1
4,6,228,1,4,1,0,119,108,186,108,2,1,-3,1,11,78,0,2,1,0
3,2,147,0,1,0,2,70,76,82,127,1,1,-1,0,-6,-45,0,5,0,1
1,4,22,0,3,1,2,6,15,1,31,0,0,-3,0,-9,-30,0,3,1,1
2,4,85,1,2,2,3,45,39,68,44,1,0,-1,1,6,24,1,4,1,0
2,8,118,4,3,4,3,66,51,120,53,1,0,1,1,15,67,0,2,0,0
1,5,24,2,2,2,0,12,11,20,14,0,0,0,0,1,6,0,4,1,1
2,4,79,1,2,1,1,42,36,68,37,1,0,-1,1,6,31,0,4,1,1
1,6,31,2,3,0,0,12,18,20,28,0,0,-1,0,-6,-8,0,3,1,1
1,1,3,0,0,1,1,1,1,3,3,0,0,0,0,0,0,0,6,1,0
3,13,187,6,6,3,1,101,85,150,77,2,0,0,2,16,73,0,0,0,1
2,7,76,3,3,1,2,28,47,21,81,0,1,0,-1,-19,-60,0,3,1,1
2,6,84,0,5,3,1,33,50,10,93,0,1,-5,-1,-17,-83,0,1,0,1
2,8,116,3,4,1,2,51,64,55,111,0,1,-1,-1,-13,-56,0,2,0,0
2,2,109,0,1,0,0,50,58,55,98,0,1,-1,-1,-8,-43,0,5,0,0
1,4,25,1,2,1,3,9,15,7,28,0,0,-1,0,-6,-21,1,4,1,1
4,5,202,1,3,2,3,92,109,102,184,1,2,-2,-1,-17,-82,1,3,1,0
1,6,46,2,3,4,3,21,24,32,40,0,0,-1,0,-3,-8,0,3,1,1
3,6,136,2,3,0,0,56,79,47,160,0,2,-1,-2,-23,-113,0,3,1,1
2,1,60,0,0,2,0,26,33,18,57,0,1,0,-1,-7,-39,0,6,1,1
1,11,74,5,5,3,3,36,37,57,60,0,0,0,0,-1,-3,0,1,0,0
1,6,34,3,2,0,0,17,16,30,12,0,0,1,0,1,18,0,3,1,1
2,13,153,6,6,4,4,74,78,63,100,0,1,0,-1,-4,-37,0,0,1,0
2,2,83,0,1,0,1,42,40,56,32,1,0,-1,1,2,24,0,5,1,1
4,2,220,0,1,3,1,102,117,75,161,1,2,-1,-1,-15,-86,0,5,0,0
2,12,136,5,6,1,1,70,65,92,63,1,0,-1,1,5,29,0,0,0,1
1,2,8,0,1,1,0,3,4,5,7,0,0,-1,0,-1,-2,0,5,0,0
1,8,44,5,2,0,1,24,19,61,26,0,0,3,0,5,35,0,1,1,1
1,5,28,2,2,0,0,14,13,19,20,0,0,0,0,1,-1,0,4,0,1
2,2,67,1,0,3,2,42,24,85,4,1,0,1,1,18,81,0,5,1,1
1,9,53,5,3,3,2,29,23,37,6,0,0,2,0,6,31,0,1,1,1
2,10,107,4,5,1,1,56,50,82,47,1,0,-1,1,6,35,0,1,0,0
3,2,178,1,0,4,3,95,82,103,52,1,1,1,0,13,51,0,5,0,1
3,6,192,3,2,2,2,100,91,157,126,1,1,1,0,9,31,0,3,0,0
1,1,2,0,0,1,0,1,0,3,0,0,0,0,0,1,3,0,6,1,1
3,6,194,2,3,3,1,101,92,152,114,1,1,-1,0,9,38,0,3,0,1
3,9,188,5,3,3,3,100,87,123,60,3,0,2,3,13,63,0,1,0,1
2,3,60,2,0,1,2,24,35,22,62,0,1,2,-1,-11,-40,0,4,1,0
1,7,38,3,3,2,0,21,16,40,24,0,0,0,0,5,16,0,3,0,1
1,3,15,1,1,2,2,7,7,8,11,0,0,0,0,0,-3,0,5,0,0
1,1,2,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0,6,1,0
2,7,121,3,3,2,1,60,60,102,87,1,0,0,1,0,15,0,3,0,1
1,7,30,2,4,0,0,11,18,14,28,0,0,-2,0,-7,-14,0,2,1,1
1,12,61,6,5,1,3,32,28,67,46,0,0,1,0,4,21,1,0,0,0
2,8,118,5,2,3,2,67,50,118,28,1,0,3,1,17,90,0,1,0,0
3,7,192,3,3,4,3,93,98,104,141,0,2,0,-2,-5,-37,0,3,1,1
4,9,260,4,4,0,0,123,136,149,208,1,2,0,-1,-13,-59,0,2,0,1
2,4,70,2,1,0,0,40,29,75,16,1,0,1,1,11,59,0,4,0,0
1,1,17,0,0,3,3,8,8,10,6,0,0,0,0,0,4,0,6,0,1
3,7,178,2,4,2,3,76,101,18,142,0,2,-2,-2,-25,-124,1,2,0,0
1,2,6,0,1,0,0,1,4,1,12,0,0,-1,0,-3,-11,0,5,1,1
3,5,122,1,3,2,0,55,66,82,119,1,1,-2,0,-11,-37,0,3,1,1
4,11,259,5,5,2,3,128,130,138,184,1,2,0,-1,-2,-46,1,1,0,1
3,4,156,1,2,3,3,70,85,65,132,0,2,-1,-2,-15,-67,0,4,1,0
3,8,183,2,5,1,0,94,88,129,96,1,1,-3,0,6,33,0,1,0,1
2,11,149,5,5,1,2,67,81,97,138,0,1,0,-1,-14,-41,0,1,1,1
2,4,90,1,2,3,4,41,48,44,79,0,1,-1,-1,-7,-35,1,4,0,0
1,2,6,0,1,0,0,1,4,1,10,0,0,-1,0,-3,-9,0,5,1,1
2,8,97,5,2,3,3,58,38,133,34,1,0,3,1,20,99,0,1,1,1
3,5,173,2,2,3,3,83,89,90,111,1,1,0,0,-6,-21,0,4,0,1
2,3,69,1,1,1,0,36,32,52,41,1,0,0,1,4,11,0,5,1,0
2,4,101,0,3,0,1,43,57,35,108,0,1,-3,-1,-14,-73,0,3,1,0
2,2,86,0,1,4,3,39,46,33,68,0,1,-1,-1,-7,-35,0,5,1,1
2,2,90,0,1,1,0,46,43,77,44,1,0,-1,1,3,33,0,5,1,0
3,1,141,0,0,1,0,71,69,98,103,1,1,0,0,2,-5,0,6,0,1
2,7,121,3,3,3,0,58,62,59,85,0,1,0,-1,-4,-26,0,3,1,0
1,8,49,3,4,2,1,22,26,25,32,0,0,-1,0,-4,-7,0,2,0,1
2,10,105,4,5,1,1,59,45,109,60,1,0,-1,1,14,49,0,1,1,1
2,5,124,2,2,0,1,61,62,76,87,0,1,0,-1,-1,-11,0,4,1,0
5,7,292,2,4,3,1,143,148,216,250,2,2,-2,0,-5,-34,0,2,1,0
2,1,56,6,4,0,0,28,27,55,38,1,0,2,1,1,17,0,0,0,1
2,9,116,4,4,0,0,55,60,70,95,0,1,0,-1,-5,-25,0,2,1,0
2,5,60,1,3,0,1,19,40,8,82,0,1,-2,-1,-21,-74,0,3,0,1
3,6,164,4,1,2,0,96,67,177,43,2,0,3,2,29,134,0,2,0,1
1,9,52,5,3,0,0,28,23,55,36,0,0,2,0,5,19,0,1,1,1
1,5,24,2,2,0,0,12,11,19,11,0,0,0,0,1,8,0,4,1,1
3,5,146,2,2,3,3,72,73,85,85,1,1,0,0,-1,0,0,4,0,1
3,3,108,1,1,1,0,42,65,26,117,0,2,0,-2,-23,-91,0,5,1,0
1,13,89,6,6,7,6,45,43,59,53,0,0,0,0,2,6,0,0,0,0
1,3,15,2,0,2,1,10,4,24,2,0,0,2,0,6,22,0,4,0,0
1,13,77,6,6,2,2,40,36,57,52,0,0,0,0,4,5,0,0,0,0
2,2,87,0,1,0,3,39,47,50,93,0,1,-1,-1,-8,-43,1,5,0,0
2,3,59,1,1,0,2,21,37,17,89,0,1,0,-1,-16,-72,0,5,0,1
1,2,7,0,1,1,1,1,5,4,18,0,0,-1,0,-4,-14,0,5,0,1
2,3,63,1,1,2,2,29,33,38,61,0,1,0,-1,-4,-23,0,5,0,1
2,8,92,2,5,1,1,49,42,85,50,1,0,-3,1,7,35,0,1,1,1
2,8,96,2,5,1,0,46,49,71,67,1,0,-3,1,-3,4,0,1,0,1
3,2,158,0,1,2,1,72,85,71,151,0,2,-1,-2,-13,-80,0,5,0,1
2,2,79,0,1,1,0,42,36,88,55,1,0,-1,1,6,33,0,5,1,0
4,1,193,0,0,3,2,88,104,87,166,1,2,0,-1,-16,-79,0,6,1,1
2,1,55,0,0,4,3,18,36,9,82,0,1,0,-1,-18,-73,0,6,0,0
1,5,32,2,2,2,1,16,15,20,18,0,0,0,0,1,2,0,4,1,1
3,10,164,4,5,4,3,71,92,67,180,0,2,-1,-2,-21,-113,0,1,0,0
2,6,92,5,0,1,3,55,36,89,6,1,0,5,1,19,83,1,1,0,1
4,6,192,1,4,2,3,92,99,120,127,2,1,-3,1,-7,-7,1,2,1,1
1,8,48,3,4,3,3,23,24,25,27,0,0,-1,0,-1,-2,0,2,0,0
2,10,111,5,4,0,0,55,55,76,67,0,1,1,-1,0,9,0,1,0,0
2,4,87,1,2,3,1,41,45,45,57,0,1,-1,-1,-4,-12,0,4,1,1
4,8,263,2,5,3,3,136,126,202,129,2,1,-3,1,10,73,0,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
3,3,126,0,2,0,2,51,74,16,131,0,2,-2,-2,-23,-115,0,4,1,0
4,8,246,2,5,3,3,115,130,130,196,2,1,-3,1,-15,-66,0,1,1,1
2,2,72,1,0,2,0,43,28,74,3,1,0,1,1,15,71,0,5,0,0
